txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,txn_time
31,6512bd,BTC,2017-01-01T00:00:00.000Z,BUY,2.27106258645779,0.21,2017-01-01T06:40:48.692Z
32,c20ad4,BTC,2017-01-01T00:00:00.000Z,BUY,6.10189575606238,0.3,2017-01-01T07:13:52.126Z
33,c20ad4,ETH,2017-01-01T00:00:00.000Z,SELL,1.14631306550034,0.3,2017-01-01T07:14:37.891Z
34,c9f0f8,ETH,2017-01-01T00:00:00.000Z,BUY,7.51153559515135,0.3,2017-01-01T10:04:32.111Z
35,6512bd,BTC,2017-01-01T00:00:00.000Z,BUY,6.73841780964583,0.3,2017-01-01T11:00:14.003Z
36,6512bd,BTC,2017-01-01T00:00:00.000Z,BUY,9.37875791241961,0.3,2017-01-01T12:03:33.017Z
37,c20ad4,BTC,2017-01-01T00:00:00.000Z,BUY,4.39480898634582,0.3,2017-01-01T13:23:05.640Z
38,45c48c,BTC,2017-01-01T00:00:00.000Z,BUY,4.66603168291531,0.3,2017-01-01T16:15:42.161Z
39,c20ad4,BTC,2017-01-01T00:00:00.000Z,BUY,3.56359757948415,0.25,2017-01-01T16:23:16.957Z
40,c20ad4,ETH,2017-01-01T00:00:00.000Z,BUY,3.53148402891033,0.3,2017-01-01T16:50:56.617Z
41,a87ff6,ETH,2017-01-01T00:00:00.000Z,BUY,1.98666102006509,0.3,2017-01-01T17:39:10.894Z
42,c81e72,ETH,2017-01-01T00:00:00.000Z,BUY,2.1568245023283,0.3,2017-01-01T22:08:29.987Z
43,8f14e4,BTC,2017-01-01T00:00:00.000Z,BUY,4.11244010896549,0.3,2017-01-01T22:19:46.693Z
44,c51ce4,ETH,2017-01-01T00:00:00.000Z,SELL,8.88989067836274,0.24,2017-01-01T22:22:56.373Z
45,167909,BTC,2017-01-01T00:00:00.000Z,BUY,8.12999296896873,0.28,2017-01-01T22:44:57.081Z
46,eccbc8,BTC,2017-01-02T00:00:00.000Z,BUY,3.72978972221961,0.23,2017-01-02T00:36:35.327Z
47,45c48c,ETH,2017-01-02T00:00:00.000Z,BUY,1.4432566364729,0.3,2017-01-02T01:32:36.586Z
48,d3d944,ETH,2017-01-02T00:00:00.000Z,SELL,8.33903085875907,0.3,2017-01-02T03:43:46.365Z
49,a87ff6,ETH,2017-01-02T00:00:00.000Z,BUY,8.78673520720906,0.3,2017-01-02T04:48:50.045Z
50,c51ce4,BTC,2017-01-02T00:00:00.000Z,BUY,1.69567223478285,0.08,2017-01-02T05:47:52.702Z
51,167909,BTC,2017-01-02T00:00:00.000Z,BUY,4.73299625455095,0.3,2017-01-02T08:23:56.047Z
52,e4da3b,ETH,2017-01-02T00:00:00.000Z,BUY,1.37166321944935,0.3,2017-01-02T08:36:54.590Z
53,a87ff6,BTC,2017-01-02T00:00:00.000Z,BUY,5.95980481918755,0.3,2017-01-02T09:55:27.347Z
54,aab323,ETH,2017-01-02T00:00:00.000Z,BUY,9.81076193830095,0.3,2017-01-02T11:02:15.444Z
55,6512bd,BTC,2017-01-02T00:00:00.000Z,BUY,5.54383811940401,0.3,2017-01-02T11:12:42.895Z
56,d3d944,BTC,2017-01-02T00:00:00.000Z,SELL,0.617022836017078,0.18,2017-01-02T11:47:14.983Z
57,d3d944,BTC,2017-01-02T00:00:00.000Z,BUY,8.67593958643202,0.3,2017-01-02T14:02:49.858Z
58,aab323,BTC,2017-01-02T00:00:00.000Z,BUY,0.150368926105635,0.3,2017-01-02T14:40:12.812Z
59,c4ca42,BTC,2017-01-02T00:00:00.000Z,BUY,6.07965039803421,0.3,2017-01-02T14:57:58.581Z
60,a87ff6,BTC,2017-01-02T00:00:00.000Z,BUY,9.01117722642621,0.3,2017-01-02T17:16:29.063Z
61,aab323,BTC,2017-01-02T00:00:00.000Z,BUY,1.02959992614341,0.05,2017-01-02T19:45:03.907Z
62,c20ad4,ETH,2017-01-02T00:00:00.000Z,SELL,3.68741561390859,0.3,2017-01-02T20:39:20.102Z
63,6512bd,ETH,2017-01-02T00:00:00.000Z,BUY,5.04372609654009,0.07,2017-01-02T20:48:13.480Z
64,a87ff6,ETH,2017-01-02T00:00:00.000Z,BUY,1.37715908309016,0.01,2017-01-02T20:49:33.772Z
65,6512bd,BTC,2017-01-02T00:00:00.000Z,BUY,3.01276029896716,0.3,2017-01-02T21:00:49.342Z
66,c4ca42,BTC,2017-01-02T00:00:00.000Z,BUY,1.19431960126928,0.18,2017-01-02T21:05:35.110Z
67,c51ce4,BTC,2017-01-02T00:00:00.000Z,SELL,6.14200575011889,0.3,2017-01-02T21:52:03.560Z
68,aab323,BTC,2017-01-02T00:00:00.000Z,BUY,8.87659604060165,0.05,2017-01-02T22:57:52.892Z
69,c51ce4,BTC,2017-01-03T00:00:00.000Z,BUY,1.79197510220785,0.11,2017-01-03T00:44:20.879Z
70,45c48c,ETH,2017-01-03T00:00:00.000Z,BUY,7.26529694116206,0.3,2017-01-03T02:01:39.028Z
71,c51ce4,ETH,2017-01-03T00:00:00.000Z,BUY,0.494025067523332,0.3,2017-01-03T02:20:00.282Z
72,8f14e4,ETH,2017-01-03T00:00:00.000Z,BUY,5.46986951868032,0.3,2017-01-03T03:11:50.133Z
73,8f14e4,BTC,2017-01-03T00:00:00.000Z,SELL,3.70458294876375,0.3,2017-01-03T04:40:59.433Z
74,e4da3b,BTC,2017-01-03T00:00:00.000Z,SELL,5.37589093905719,0.29,2017-01-03T06:24:45.189Z
75,d3d944,ETH,2017-01-03T00:00:00.000Z,BUY,1.24878297895162,0.3,2017-01-03T08:48:43.360Z
76,eccbc8,ETH,2017-01-03T00:00:00.000Z,SELL,6.68174016867614,0.3,2017-01-03T08:53:08.837Z
77,a87ff6,BTC,2017-01-03T00:00:00.000Z,BUY,3.80769453794553,0.3,2017-01-03T12:30:20.779Z
78,aab323,ETH,2017-01-03T00:00:00.000Z,SELL,1.12002857551726,0.3,2017-01-03T12:58:05.762Z
79,aab323,ETH,2017-01-03T00:00:00.000Z,BUY,0.451011553257139,0.3,2017-01-03T13:21:58.579Z
80,c20ad4,BTC,2017-01-03T00:00:00.000Z,BUY,9.20172765804775,0.3,2017-01-03T14:53:13.801Z
81,d3d944,ETH,2017-01-03T00:00:00.000Z,SELL,3.44125919276681,0.3,2017-01-03T14:58:47.904Z
82,e4da3b,BTC,2017-01-03T00:00:00.000Z,BUY,5.15965539212882,0.3,2017-01-03T16:02:59.740Z
83,c9f0f8,BTC,2017-01-03T00:00:00.000Z,BUY,2.22039024999493,0.3,2017-01-03T17:44:37.347Z
84,c9f0f8,ETH,2017-01-03T00:00:00.000Z,BUY,1.14515606005998,0.3,2017-01-03T20:41:54.097Z
85,eccbc8,BTC,2017-01-04T00:00:00.000Z,BUY,9.31651809291392,0.01,2017-01-04T01:41:45.196Z
86,c4ca42,BTC,2017-01-04T00:00:00.000Z,BUY,7.7369875664488,0.3,2017-01-04T01:54:24.431Z
87,d3d944,BTC,2017-01-04T00:00:00.000Z,BUY,9.14745014941321,0.3,2017-01-04T06:18:46.111Z
88,d3d944,ETH,2017-01-04T00:00:00.000Z,SELL,9.40225585218226,0.14,2017-01-04T07:04:18.643Z
89,a87ff6,BTC,2017-01-04T00:00:00.000Z,BUY,5.68677206948404,0,2017-01-04T08:13:07.752Z
90,c20ad4,BTC,2017-01-04T00:00:00.000Z,BUY,1.31581674758774,0.3,2017-01-04T10:07:38.043Z
91,8f14e4,ETH,2017-01-04T00:00:00.000Z,BUY,2.63901092335448,0.3,2017-01-04T11:17:42.667Z
92,c9f0f8,ETH,2017-01-04T00:00:00.000Z,BUY,9.44889060322563,0.02,2017-01-04T12:12:53.568Z
93,a87ff6,BTC,2017-01-04T00:00:00.000Z,BUY,8.13772499730359,0.3,2017-01-04T12:25:48.367Z
94,c9f0f8,ETH,2017-01-04T00:00:00.000Z,BUY,4.18139376260694,0.3,2017-01-04T15:45:36.376Z
95,e4da3b,BTC,2017-01-04T00:00:00.000Z,BUY,2.92701283445222,0.02,2017-01-04T16:21:04.107Z
96,aab323,ETH,2017-01-04T00:00:00.000Z,BUY,7.63709317716302,0.3,2017-01-04T16:57:56.062Z
97,a87ff6,ETH,2017-01-04T00:00:00.000Z,BUY,9.12200760978674,0.3,2017-01-04T19:08:19.353Z
98,c51ce4,BTC,2017-01-04T00:00:00.000Z,BUY,7.32876952112594,0.3,2017-01-04T19:19:42.179Z
99,6512bd,ETH,2017-01-04T00:00:00.000Z,BUY,1.83100404691078,0.3,2017-01-04T22:04:12.689Z
100,c20ad4,BTC,2017-01-04T00:00:00.000Z,BUY,8.78229631848424,0.2,2017-01-04T23:32:58.542Z
101,c20ad4,BTC,2017-01-04T00:00:00.000Z,BUY,8.742448544856,0.3,2017-01-04T23:42:06.331Z
102,c9f0f8,BTC,2017-01-05T00:00:00.000Z,BUY,2.61926013021974,0.3,2017-01-05T00:40:34.994Z
103,c51ce4,BTC,2017-01-05T00:00:00.000Z,BUY,1.51049195185703,0.3,2017-01-05T01:29:23.674Z
104,c4ca42,ETH,2017-01-05T00:00:00.000Z,BUY,4.695261362608,0.3,2017-01-05T01:29:25.406Z
105,167909,BTC,2017-01-05T00:00:00.000Z,BUY,6.41391810571097,0.3,2017-01-05T02:56:10.921Z
106,eccbc8,BTC,2017-01-05T00:00:00.000Z,BUY,9.80839401505218,0.25,2017-01-05T06:53:59.499Z
107,c4ca42,BTC,2017-01-05T00:00:00.000Z,BUY,1.0327558112208,0.3,2017-01-05T07:14:24.699Z
108,a87ff6,BTC,2017-01-05T00:00:00.000Z,BUY,9.49645508006679,0.3,2017-01-05T08:48:48.061Z
109,c51ce4,BTC,2017-01-05T00:00:00.000Z,SELL,4.71866798876665,0.3,2017-01-05T13:40:23.528Z
110,d3d944,BTC,2017-01-05T00:00:00.000Z,BUY,7.68372095443855,0.3,2017-01-05T14:18:26.996Z
111,167909,ETH,2017-01-05T00:00:00.000Z,SELL,3.82791494396169,0.3,2017-01-05T17:40:57.753Z
112,c9f0f8,BTC,2017-01-05T00:00:00.000Z,BUY,4.88877609345504,0.3,2017-01-05T20:25:27.621Z
113,a87ff6,BTC,2017-01-06T00:00:00.000Z,BUY,5.52912539259342,0.3,2017-01-06T00:30:19.958Z
114,c20ad4,BTC,2017-01-06T00:00:00.000Z,BUY,8.52494520113435,0.11,2017-01-06T01:42:12.202Z
115,d3d944,BTC,2017-01-06T00:00:00.000Z,BUY,1.74832255123139,0.3,2017-01-06T01:49:21.126Z
116,c20ad4,BTC,2017-01-06T00:00:00.000Z,BUY,6.99108148211604,0.3,2017-01-06T05:39:55.151Z
117,45c48c,ETH,2017-01-06T00:00:00.000Z,SELL,0.21676115944647,0.24,2017-01-06T08:54:41.545Z
118,45c48c,ETH,2017-01-06T00:00:00.000Z,BUY,7.08123295148699,0.3,2017-01-06T09:52:48.982Z
119,c20ad4,BTC,2017-01-06T00:00:00.000Z,BUY,6.5908100585585,0.3,2017-01-06T10:37:24.899Z
120,45c48c,BTC,2017-01-06T00:00:00.000Z,BUY,7.65816201405091,0.3,2017-01-06T13:59:19.572Z
121,c20ad4,BTC,2017-01-06T00:00:00.000Z,BUY,2.56659920388149,0.3,2017-01-06T17:43:20.937Z
122,c81e72,ETH,2017-01-06T00:00:00.000Z,BUY,5.44276359789325,0.3,2017-01-06T18:28:50.512Z
123,c20ad4,BTC,2017-01-06T00:00:00.000Z,SELL,6.99479400153681,0.3,2017-01-06T19:06:23.905Z
124,8f14e4,ETH,2017-01-06T00:00:00.000Z,BUY,4.82404112185488,0.3,2017-01-06T21:11:21.610Z
125,eccbc8,BTC,2017-01-07T00:00:00.000Z,BUY,0.328722011207496,0.3,2017-01-07T00:38:45.003Z
126,eccbc8,BTC,2017-01-07T00:00:00.000Z,BUY,2.39460799275495,0.3,2017-01-07T01:02:11.353Z
127,c20ad4,BTC,2017-01-07T00:00:00.000Z,BUY,5.06722019607711,0.3,2017-01-07T01:33:29.620Z
128,c51ce4,ETH,2017-01-07T00:00:00.000Z,BUY,8.02977034049849,0.3,2017-01-07T02:57:39.878Z
129,c51ce4,BTC,2017-01-07T00:00:00.000Z,BUY,9.90970343057771,0.26,2017-01-07T04:24:10.177Z
130,eccbc8,BTC,2017-01-07T00:00:00.000Z,BUY,9.29903604028443,0.3,2017-01-07T04:45:17.270Z
131,c4ca42,ETH,2017-01-07T00:00:00.000Z,BUY,9.30924649037468,0.3,2017-01-07T13:48:05.184Z
132,c4ca42,ETH,2017-01-07T00:00:00.000Z,BUY,5.26230557506157,0.3,2017-01-07T15:40:06.195Z
133,e4da3b,ETH,2017-01-07T00:00:00.000Z,BUY,9.25202530100112,0.15,2017-01-07T17:46:33.855Z
134,aab323,ETH,2017-01-07T00:00:00.000Z,BUY,7.52780216680105,0.3,2017-01-07T19:21:18.391Z
135,c4ca42,BTC,2017-01-07T00:00:00.000Z,SELL,8.15211242271975,0.3,2017-01-07T19:51:07.812Z
136,aab323,ETH,2017-01-07T00:00:00.000Z,SELL,9.31865424465197,0.3,2017-01-07T21:02:50.845Z
137,c20ad4,BTC,2017-01-07T00:00:00.000Z,BUY,4.56020071698749,0.3,2017-01-07T21:45:56.144Z
138,8f14e4,BTC,2017-01-07T00:00:00.000Z,SELL,5.96170150124859,0.3,2017-01-07T22:30:08.960Z
139,c51ce4,ETH,2017-01-08T00:00:00.000Z,BUY,7.42096276324592,0.19,2017-01-08T00:46:18.526Z
140,c51ce4,ETH,2017-01-08T00:00:00.000Z,BUY,5.52029697865319,0.3,2017-01-08T08:56:05.594Z
141,a87ff6,ETH,2017-01-08T00:00:00.000Z,BUY,6.16297905416364,0.3,2017-01-08T09:46:28.002Z
142,c9f0f8,ETH,2017-01-08T00:00:00.000Z,BUY,0.915733416200801,0.3,2017-01-08T11:32:48.813Z
143,aab323,ETH,2017-01-08T00:00:00.000Z,BUY,2.64580279560239,0.3,2017-01-08T12:29:44.225Z
144,c81e72,ETH,2017-01-08T00:00:00.000Z,BUY,5.9688096290682,0.16,2017-01-08T15:33:09.423Z
145,c51ce4,ETH,2017-01-08T00:00:00.000Z,BUY,3.99668674169025,0.05,2017-01-08T17:30:06.433Z
146,a87ff6,BTC,2017-01-08T00:00:00.000Z,BUY,0.736037551423756,0.08,2017-01-08T18:24:36.051Z
147,c81e72,ETH,2017-01-08T00:00:00.000Z,BUY,8.35843837487797,0.28,2017-01-08T18:39:25.873Z
148,d3d944,BTC,2017-01-08T00:00:00.000Z,SELL,8.74298948141043,0.3,2017-01-08T22:00:51.472Z
149,a87ff6,BTC,2017-01-09T00:00:00.000Z,BUY,4.50722146824742,0,2017-01-09T01:41:19.114Z
150,c4ca42,BTC,2017-01-09T00:00:00.000Z,BUY,8.69171568254327,0.3,2017-01-09T02:28:54.541Z
151,8f14e4,ETH,2017-01-09T00:00:00.000Z,BUY,5.23898420050134,0.3,2017-01-09T09:19:41.038Z
152,6512bd,BTC,2017-01-09T00:00:00.000Z,BUY,4.33397838580394,0.3,2017-01-09T13:06:32.430Z
153,c20ad4,ETH,2017-01-09T00:00:00.000Z,BUY,9.83905517827171,0.3,2017-01-09T14:51:47.161Z
154,c81e72,ETH,2017-01-09T00:00:00.000Z,SELL,3.10324109715548,0.3,2017-01-09T15:15:10.343Z
155,aab323,ETH,2017-01-09T00:00:00.000Z,BUY,3.80023352850824,0.29,2017-01-09T18:18:19.514Z
156,e4da3b,BTC,2017-01-09T00:00:00.000Z,SELL,2.99315795741872,0.23,2017-01-09T22:51:48.830Z
157,c81e72,ETH,2017-01-10T00:00:00.000Z,BUY,7.61333837961555,0.3,2017-01-10T01:18:46.659Z
158,e4da3b,BTC,2017-01-10T00:00:00.000Z,BUY,6.03400763549889,0.3,2017-01-10T02:16:59.188Z
159,c4ca42,ETH,2017-01-10T00:00:00.000Z,BUY,1.12320730941509,0.3,2017-01-10T03:19:23.407Z
160,c81e72,ETH,2017-01-10T00:00:00.000Z,BUY,8.47535695150317,0.2,2017-01-10T04:35:43.738Z
161,c51ce4,BTC,2017-01-10T00:00:00.000Z,BUY,4.72170997665312,0.09,2017-01-10T07:46:19.018Z
162,c4ca42,ETH,2017-01-10T00:00:00.000Z,BUY,0.711392609961088,0.11,2017-01-10T09:52:25.097Z
163,c9f0f8,BTC,2017-01-10T00:00:00.000Z,BUY,5.64008823193848,0.3,2017-01-10T13:13:07.314Z
164,c81e72,ETH,2017-01-10T00:00:00.000Z,BUY,9.02927466852045,0.3,2017-01-10T14:07:46.407Z
165,eccbc8,BTC,2017-01-10T00:00:00.000Z,BUY,6.89325222268206,0.28,2017-01-10T14:34:51.931Z
166,d3d944,ETH,2017-01-10T00:00:00.000Z,BUY,0.234813763729882,0.3,2017-01-10T18:40:12.004Z
167,45c48c,ETH,2017-01-10T00:00:00.000Z,BUY,2.0169443518915,0.06,2017-01-10T20:32:14.917Z
168,e4da3b,BTC,2017-01-10T00:00:00.000Z,SELL,4.20441012241323,0.3,2017-01-10T21:00:50.633Z
169,8f14e4,BTC,2017-01-10T00:00:00.000Z,BUY,7.35956905665748,0.02,2017-01-10T23:53:48.605Z
170,d3d944,ETH,2017-01-11T00:00:00.000Z,SELL,1.87486511972725,0.3,2017-01-11T03:29:39.855Z
171,8f14e4,ETH,2017-01-11T00:00:00.000Z,BUY,9.08182600323922,0.1,2017-01-11T04:14:15.101Z
172,eccbc8,BTC,2017-01-11T00:00:00.000Z,BUY,0.589458268403185,0.3,2017-01-11T04:54:52.416Z
173,6512bd,BTC,2017-01-11T00:00:00.000Z,BUY,4.16325821491068,0.09,2017-01-11T07:08:28.934Z
174,c20ad4,ETH,2017-01-11T00:00:00.000Z,BUY,5.16479299622095,0.3,2017-01-11T14:25:25.271Z
175,aab323,BTC,2017-01-11T00:00:00.000Z,BUY,3.01916511817016,0.3,2017-01-11T14:57:35.984Z
176,a87ff6,ETH,2017-01-11T00:00:00.000Z,BUY,0.957248722659649,0.3,2017-01-11T16:59:22.025Z
177,c81e72,ETH,2017-01-11T00:00:00.000Z,BUY,0.306839801563363,0.3,2017-01-11T17:54:40.081Z
178,eccbc8,ETH,2017-01-11T00:00:00.000Z,BUY,5.41859581254716,0.3,2017-01-11T19:32:46.007Z
179,c9f0f8,BTC,2017-01-11T00:00:00.000Z,SELL,9.64648923347344,0.3,2017-01-11T22:38:53.674Z
180,c20ad4,BTC,2017-01-12T00:00:00.000Z,BUY,9.58951881739882,0.3,2017-01-12T00:09:37.016Z
181,c51ce4,BTC,2017-01-12T00:00:00.000Z,BUY,6.41356927905566,0.21,2017-01-12T04:05:16.389Z
182,e4da3b,ETH,2017-01-12T00:00:00.000Z,BUY,4.34083991407004,0.3,2017-01-12T04:33:22.366Z
183,c9f0f8,ETH,2017-01-12T00:00:00.000Z,BUY,9.81011401597879,0.3,2017-01-12T04:51:03.090Z
184,a87ff6,BTC,2017-01-12T00:00:00.000Z,BUY,5.29109162879774,0.3,2017-01-12T05:27:14.013Z
185,c9f0f8,BTC,2017-01-12T00:00:00.000Z,BUY,8.98804897343627,0.3,2017-01-12T09:23:26.553Z
186,c81e72,ETH,2017-01-12T00:00:00.000Z,BUY,1.99710700917141,0.08,2017-01-12T09:33:20.193Z
187,c4ca42,ETH,2017-01-12T00:00:00.000Z,BUY,1.88824533626008,0.04,2017-01-12T13:06:42.697Z
188,c81e72,ETH,2017-01-12T00:00:00.000Z,BUY,8.66967145703978,0.3,2017-01-12T14:16:28.450Z
189,c51ce4,BTC,2017-01-12T00:00:00.000Z,BUY,8.05218719716915,0.3,2017-01-12T15:00:37.140Z
190,eccbc8,BTC,2017-01-12T00:00:00.000Z,BUY,7.30872333354935,0.3,2017-01-12T17:07:59.595Z
191,c20ad4,BTC,2017-01-12T00:00:00.000Z,BUY,3.82690936334701,0.3,2017-01-12T17:26:38.396Z
192,167909,BTC,2017-01-12T00:00:00.000Z,BUY,0.869539982265302,0.3,2017-01-12T18:23:21.316Z
193,eccbc8,ETH,2017-01-12T00:00:00.000Z,BUY,0.229272431754204,0.3,2017-01-12T18:31:45.120Z
194,e4da3b,ETH,2017-01-12T00:00:00.000Z,BUY,9.02110073307998,0.3,2017-01-12T18:37:54.216Z
195,c9f0f8,BTC,2017-01-12T00:00:00.000Z,BUY,7.44947969701389,0.3,2017-01-12T20:25:28.432Z
196,c20ad4,BTC,2017-01-12T00:00:00.000Z,BUY,5.24677917637558,0.3,2017-01-12T20:28:30.938Z
197,45c48c,BTC,2017-01-12T00:00:00.000Z,SELL,6.87962318371188,0.3,2017-01-12T20:57:09.159Z
198,6512bd,ETH,2017-01-12T00:00:00.000Z,BUY,8.2305479591535,0.19,2017-01-12T21:51:57.805Z
199,eccbc8,ETH,2017-01-12T00:00:00.000Z,SELL,0.197172458220045,0.24,2017-01-12T23:02:16.869Z
200,8f14e4,ETH,2017-01-12T00:00:00.000Z,SELL,1.45131471628108,0.3,2017-01-12T23:35:40.393Z
201,c9f0f8,ETH,2017-01-13T00:00:00.000Z,BUY,2.33492709744812,0.11,2017-01-13T00:47:48.118Z
202,8f14e4,ETH,2017-01-13T00:00:00.000Z,BUY,9.08663791253847,0.3,2017-01-13T00:57:58.735Z
203,d3d944,BTC,2017-01-13T00:00:00.000Z,BUY,6.31722430456247,0.3,2017-01-13T01:28:33.555Z
204,c4ca42,BTC,2017-01-13T00:00:00.000Z,BUY,3.14692133394811,0.3,2017-01-13T01:52:44.243Z
205,c81e72,BTC,2017-01-13T00:00:00.000Z,SELL,7.24675935509193,0.3,2017-01-13T02:13:28.032Z
206,8f14e4,ETH,2017-01-13T00:00:00.000Z,BUY,9.94017432813596,0.3,2017-01-13T04:29:24.335Z
207,45c48c,ETH,2017-01-13T00:00:00.000Z,BUY,8.64179553041684,0.3,2017-01-13T04:59:52.410Z
208,eccbc8,ETH,2017-01-13T00:00:00.000Z,BUY,7.41707889247909,0.3,2017-01-13T06:03:57.138Z
209,a87ff6,BTC,2017-01-13T00:00:00.000Z,SELL,4.63626471125121,0.3,2017-01-13T06:22:29.427Z
210,8f14e4,BTC,2017-01-13T00:00:00.000Z,BUY,3.81077520627219,0.3,2017-01-13T07:08:23.156Z
211,167909,BTC,2017-01-13T00:00:00.000Z,SELL,3.30194297800073,0.3,2017-01-13T07:12:25.353Z
212,e4da3b,ETH,2017-01-13T00:00:00.000Z,SELL,6.73540851248983,0.3,2017-01-13T08:39:49.297Z
213,45c48c,ETH,2017-01-13T00:00:00.000Z,BUY,9.62950089651127,0.02,2017-01-13T11:25:09.704Z
214,c81e72,ETH,2017-01-13T00:00:00.000Z,BUY,4.26545754123712,0.3,2017-01-13T12:21:35.596Z
215,e4da3b,BTC,2017-01-13T00:00:00.000Z,SELL,6.16202216243924,0.3,2017-01-13T13:01:18.628Z
216,c9f0f8,BTC,2017-01-13T00:00:00.000Z,SELL,7.55270034582036,0.03,2017-01-13T13:38:50.721Z
217,c20ad4,BTC,2017-01-13T00:00:00.000Z,BUY,7.45410319556004,0.03,2017-01-13T14:48:13.391Z
218,c4ca42,ETH,2017-01-13T00:00:00.000Z,BUY,8.35300487746192,0.3,2017-01-13T23:28:06.518Z
219,c51ce4,BTC,2017-01-14T00:00:00.000Z,SELL,1.98348045322323,0.3,2017-01-14T01:48:45.083Z
220,aab323,BTC,2017-01-14T00:00:00.000Z,BUY,1.0753913842694,0.3,2017-01-14T03:35:02.414Z
221,a87ff6,BTC,2017-01-14T00:00:00.000Z,BUY,1.89791316639376,0.3,2017-01-14T03:40:24.876Z
222,aab323,BTC,2017-01-14T00:00:00.000Z,BUY,3.41704416223198,0.3,2017-01-14T04:06:12.118Z
223,8f14e4,ETH,2017-01-14T00:00:00.000Z,BUY,4.39919778736435,0.3,2017-01-14T07:23:21.027Z
224,d3d944,BTC,2017-01-14T00:00:00.000Z,SELL,1.30314420328158,0.3,2017-01-14T09:06:12.788Z
225,e4da3b,BTC,2017-01-14T00:00:00.000Z,BUY,2.10829902729113,0.09,2017-01-14T10:14:02.169Z
226,d3d944,BTC,2017-01-14T00:00:00.000Z,BUY,1.54625119595128,0.3,2017-01-14T12:53:02.916Z
227,c20ad4,BTC,2017-01-14T00:00:00.000Z,SELL,0.382333791657068,0.07,2017-01-14T13:34:14.930Z
228,c20ad4,BTC,2017-01-14T00:00:00.000Z,BUY,3.51979130055415,0.3,2017-01-14T13:34:29.797Z
